hate+offensive_count,non-hate_count,class,tweet
3,0,1,buckm00s whiteponyjr ivanrabago drink beur kid plus faggot anyway
0,2,0,buckm00s abel yrs old beaner work home depot want hang major
1,0,1,buckm00s chava need stay lane keep send gyro hell dont want big boy dirt infest ass beaner
1,0,1,buckm00s dont get draft squad gonna problem drop faggot jesus
0,1,0,buckm00s kill beaner
3,0,1,bucki montana high school bodi catch hoe lmao 128557 128514 128514 128514 http bpfz7sl2mp
3,0,1,budahefner74 8220 breathtak wake morn give head bitch 128514 128557 8221
3,0,1,budahefner74 fuck dat bitch
3,0,1,budahefner74 like blow loud wit bad bitch 128111
3,0,1,budahefner74 hoe 128581 blood 128137
4,0,1,budahefner74 roll let get high let get high bitch
6,0,1,budahound pop life fame bitch stalk life bitch thang
2,1,1,budapecanshellz bitch need ray rice would http tx51afhddf
3,0,1,bugalou hoe would never get skin
3,0,1,bugatti bee bad bitch attitud nasti ooh ooh song hoe loveoohyi skyylevelmedia holipalooza atl http ashaa 8230
3,0,1,bullhunitproof bruh said black girl pussi tast like attitud argument lol
3,0,1,bulletdeezi wanna skinni amp fit sike thick bitch got go ass2fat thundathigh jellyrol imstillsexi
3,0,1,bullhammerpt humbleteej trillsmith onthewrit shut bitch ass got someth say mention peezi eye bit 8230
0,3,0,burgerk chicken fri oreo shake perfect http pdiglrbhjz
2,1,1,burrgo hang hoe gonna turn hoe
3,0,1,buttholeteeth pussi look like die six month ago
0,3,0,buzzfe photograph hid trash get ador engag photo http 75zovjewyh http f3vaux9stw
2,0,1,bvttousaibonez ross tha biggest bitch
3,0,1,bwtis sympathi peopl bitch situat get
3,0,1,cburrandjam mom happen insert old friend name use close fuck bitch
5,0,1,champagn karma bitch dish take 128583
2,1,1,chlldhoodruin aint hoe get traphouseee http gfohputvhp
2,0,1,chlldhoodruin great daquan got pregnant gonna nigger grandbabi http 9aayrrknbt
4,0,1,chlldhoodruin bitch ass nigga squar 128514 128514 http xk1rpf1npi
3,0,1,chlldhoodruin 1000 rts spark hoe http bf90amgwpo
3,0,1,chlldhoodruin gotta keep hoe point http gweficrebh
0,3,0,chlldhoodruin iphon trash watch glo http xywpaslcob
0,3,0,chlldhoodruin paid hold monkey look 128514 128557 128553 monkey real http ngecuwehhb
3,0,1,chlldhoodruin taught hoe pose http aiobo34baa
0,3,0,chlldhoodruin take trash night http uhxtogp4jz
3,0,1,chlldhoodruin deep pussi http 0ufahhyru
1,0,1,chlldhoodruin els hate bitch nigga http 8jwgmv4yet
3,0,1,cmpunk brandonspear cunt brandon cunt
0,3,0,cnnmoney breath easi twinki due back shelv summer http pflatel2sx
3,0,1,cod pr0bs yeah think get earli tonight get good night rest 00am tonight bitch tonight
1,5,0,cp24 report say femal victim shot wait oreo mcflurri
1,0,1,phil man tri eat 128555 kylegotjok nigga said bitch show nothin http 8230
2,0,1,pritchett 8220 1bookieg money buy love pay pussi 8221
3,0,1,esquir tweet last night pussi ass dick breath morn
3,0,1,calvii troncat1003 theyr afraid bitch person
3,0,1,candi vodka everi nigga press pussi special
3,0,1,candi vodka hoe leav shit nigga shit nigga want hoe win
4,2,1,caciteamordi wanna hoe 128549
1,2,0,cajun peach human delici peta smarter dog year old child eat http ert 8230
3,0,1,cakebosslex 8220 laughatproblem need bitch danc https jdxid5i9dk 8221 lmfao ode
3,0,1,calistrong1 probabl fuck bitch homi
3,0,1,callherebbi girl let russ pay pussi never see meanwhil read nigga tweet 8230
3,0,1,callmerene 128514 128514 128514 think high naaa maddd toe diein 128557 hear naa damn dawg bitch ass toe 128557 128557
3,0,1,callmerene 8220 1inkkofrosess callmerene 128514 128514 128514 128553 9996 65039 bad bitch log everybodi shit 8221 hell yeaa seen tiff tweet 8230
3,0,1,callmerene 8220 1inkkofrosess callmerene wussup bitch 8221 cool hoe
6,0,1,callmerene 8220 1inkkofrosess callmerene wussup bitch 8221 nun finna take
3,0,1,callmerene 8220 1inkkofrosess stupid ass toe dog dam 8221 128514 128514 bitch mad toe 128553 dumb hoe toe aint wanna stomp
3,0,1,callmerene 1inkkofrosess bojieasx ohh bitch might pass lol
2,1,1,callmerene 1inkkofrosess hey hoe
6,0,1,callmerene 1inkkofrosess yasss bitch
3,0,1,callmerene beat tho 128076 bitch tri bone
3,0,1,calomitchel fuck titl bitch throw ass back
2,1,1,camanderson31 francoiskilljoy 202sole might reaction everyon said brand trash yet 8230
3,0,1,cam major naw tho let say got like bodi def hoe lol there debat
3,0,1,cameron 773 hoe cellphon bill 100 month
3,0,1,canifuckornah bitch sweetheart feel
1,0,1,cancer kevin timrosscomedi michael craig12 feel like tim ross nigger
3,0,1,cantbeloc bruh hoe psychic http y6pfs0000pvz
2,1,1,cantbeloc command hoe http 85z6pyxgpj
3,0,1,capitalt put hoe girlfriend 128564
2,0,1,capotoheaven nigga cheat even know bitch name shit aint cheat
2,0,1,capotoheaven soror girl absolut worst bitch
3,0,1,cappdaprez bust dat pussi wide open
3,0,1,cappdaprez tell bitch dont shit unless suckin fuckin
3,0,1,caramelkushh bitch love wyandanch nigga tell alway see yall bitch wit keep frontin 8230
2,0,1,carlcjsmith tell girl never eat pussi cus lost mean sex bore
0,1,0,carlozxivir vocatoast ching chong
3,0,1,carmeelacuuh like wassup bitch 175 728 728 175 huh noth thought hoe 728 728 8230
3,0,1,carsontyler85 thompson era hell yea ill rep shirt fam lol betterwithpet teamdonni hoe 128074 128074
3,0,1,carterboy leak fuck car gotta know hoe 128514
3,0,1,carxlito 8220 tropicaldrew tonygetsbj know dana whore get rid donat one 8221 bitch 8230
3,0,1,cashoutmolli bitch stupid get cheat man wanna fight girl bitch leav nigga move 8230
3,0,1,cashbethemot havemercyyi killquana ooh yea gucci1017 get hoe
3,0,1,cashmer nasir skinnybe bosslifepiff lil stupid lil bitch fuckin bug sean voic
3,0,1,causewereguy call girl bitch get offend put bad front swear queen
3,0,1,causewereguy dumb bitch lol http zbuo9zoj2
3,0,1,causewereguy element number bromin come number holmium therefor bros hoe
3,0,1,causewereguy flirt bitch twitter like http 03pgoqqji
8,1,1,causewereguy freez bitch gonna steal heart http zksyuwv8qv
3,0,1,causewereguy get unlimit pussi high school http 0yadezrr
3,0,1,causewereguy drop song togeth bitch never run quot http witdiigcy
6,0,1,causewereguy littl bitch http 92flicl627
3,0,1,causewereguy bros hoe bros girlfriend find good girl need put everyth 8230
3,0,1,causewereguy kiss girl actual realli like feel better fuck sloppi hoe
6,0,1,causewereguy life bitch harsh enough guy need girl make feel better help reliev stress 8230
3,0,1,causewereguy list bitch want dick http rilgvboghl
2,0,1,causewereguy marilyn monro biggest hoe time bitch worship like got nobel prize fuc 8230
3,0,1,causewereguy bitch ass chick flick ever sad movi http olmajvztpr
3,0,1,causewereguy sex 1st date dont mean hoe wait 120 day wont make wife cute pic dont mean happi amp tit 8230
3,0,1,causewereguy text bitch make dream come true
2,1,1,causewereguy know hoe like http nvln1xlinw
5,0,1,causewereguy bitch talk boyfriend http keejvwbgbr
3,0,1,causewereguy fakest bitch know tweet real http lhq8guciaw
3,0,1,causewereguy marri hoe realiz year later http bidlpeoa3p
6,0,1,causewereguy realiz bae hoe http okvjxdl7zw
6,0,1,causewereguy pussi http ufrr2rdcxm
3,0,1,caymariee said like got money 128514 9995 forget bitch broke 128175
3,0,1,caymariee love bffl even smoke bday bitch gone turntttt 128153 128520
3,0,1,caymariee bitch turn bitch turn 128121
2,0,1,cbazzthagreat wanna know bitch hygien par wipe behind bitch ear put nose flinch got 8230
3,0,1,cdashray gunna bitch take ass home
3,0,1,cesar wtx pink nippl cute look nasti bitch 128567
3,0,1,chaboylilbil lightup sketcher definit kick feet togeth watch bitch flock sentenc blind bitch 8230
3,0,1,charlezhussle81 candi corn amp peep hoe candi 8220 simplysoul 8220 francisjstn candi corn trash 8221 super trash 8221
3,0,1,chaaaauncey top cartoon bitch fuck shego dexter mom lola bunni jessica rabbit timmi turner mom
2,0,1,chaantelli beyonc 233 seem like bitch
3,0,1,chadjordan23 chad got hoe text instead hoe http jcsqhezorl
3,0,1,chadjordan23 hoe gave head say turn http vhfbltqlnv
3,0,1,chadmatz rachelcoursey alexamees2 lol turn earli bunch pussi
3,0,1,chadruhlig suicid girl hope get job hope go school hope silli bitch
3,0,1,chaldeancuti vivalaquintaa bunch peni timelin liter want pussi lol
1,2,0,chamsface4mus earli bird catch worm peopl
3,0,1,channymaraj prolli ate dad hate aintitjayi dad channymaraj bitch realli son tho lmaoooooo
0,3,0,chanseydarapp make way right trash dwyanewad new season new shoe makeyourownway wayofwad http 8230
3,0,1,charlesbwaffl bitch internet relationship tho like yous lone hoe
3,0,1,charlesbwaffl bitch lone 1stname bravo femal michigan like seagul find nemo come 8230
3,0,1,charleslacross gator need gat punk ass bitch
1,2,0,charli gru wife sort boot scootin sing littl less talk lot action 8230
3,0,1,chasemychuck viva base callm jetson hoe ass nigga 128529 hoe ass nigga
3,0,1,chasencash nigga mental date femal never met instagram doubl tap much mane
3,0,1,chavodagreat 8220 trevaughnlg frfr come parti wimmi leavin shithol til summfest 8221 leavin dis hoe
6,0,1,chayeezi bitch got fuck devot life lord gotta stand like aint mad http 8230
6,0,1,cheddar85 dude take selfi aint cute pussi
3,0,1,cheefpolo bitch wanna post thirst trap ima pay water bill month gon thirsti
3,0,1,cheefpolo nigga like get time pussi get joke fam time zero
3,0,1,cheefpolo trippin rock trippin bitch
3,0,1,cheefpolo bitch love come public nake 8220 espndaniel 8220 basedlightskin http wgd3mnd55v 8221 8221
3,0,1,cheefpolo hate bitch like deeper deeper bitch thought spare dick back pocket save
3,0,1,cheefqueef chocol pussi jennnvee favorit candi
3,0,1,cheefqueef well damn passdapiff make singl mother lilty4r final get pussi amp garbag
3,0,1,chefboirle yall hoe cook sunday huh
3,0,1,chef rather see wifey happi see hoe nake common sens nigga treat hoe better one love 8230
2,0,1,chello sosa nigga gang jus tryna fit jus tryna get somebodi ride wit nigga bitch
3,0,1,cherrybbi xoxo bitch freak packet 128530
1,0,1,cheyennewright villasenor mean faggot lol
3,0,1,chichi know chris brown bitch everyon talk relationship come two femal charlemagn say sam 8230
3,0,1,chickencoleman need hoe man real shit
2,0,1,chicoflicoflam everi super hero bitch except iron man peter parker biggest hoe loser ass nigga bitch crib whip
8,0,1,chicothewolf davidpullsbitch 8220 davidam talk hoe 8221
2,0,1,chiefcaitlin forgot one letter guy promis illiter hillbilli 128557
1,0,1,chiefkeef dat bitch kati perri suck skin dick
3,0,1,chiefkeef finna fli thot get back make bitch fli like peter pan shit
3,0,1,chiefkeef bitch fuckin jus thot mean tryna take shit next level
3,0,1,chiefkeef shannon said hoe cant wit glo
6,0,1,chiefkeef pussi broski jus turn
6,0,1,chiefkeef niggaz get emotionaaa remind bitch
3,0,1,chiefop badcombin ugli bitch loud
3,0,1,chiief pboy562 well say fuck hoe made money
0,3,0,childishgarbino part cousin danni yanke swap pretti hilari clever danni danvii http fkdeyzqt
3,0,1,chill nigga twenti stress bitch playin game straight lol
0,3,0,chinaafricablog nice round voic china africa relat china africa trade orient allur http 7dwjovmeb 8230
1,0,1,chingonab 8220 staycoolwheel mjs79 well geno ultim faggot 8221 elmaestro1 got show queer eat 8230
0,3,0,chip216 kid listen nas show new perspect come ghetto like pimp 128081 128081 128081
2,1,1,chippewaskylark love celeb nude leak girl trash bodi tri critiqu
2,0,1,chivasge fuck swole fag
3,0,1,choochiee take bitch ever realli
2,0,1,chrisjustjok halloween everyday dyke
3,0,1,chrisjustjok gotta fuck ugli bitch town never see work kink sex 8230
0,3,0,chrispalmernba udoni talk big trash lanc lebron hold back
3,0,1,chrissibaxt man appreci pussi definit gonna end anoth nigga mouth quot
0,2,0,chrissynich call martin baker uncl tom uppiti side major pure ignor
0,3,0,christinekktv great weather hit slope weekend arapaho basin amp lovelandskiarea open saturday cowx skiseason 8230
3,0,1,chubbygirlgod lmaoo patpatbush bitch call thor strength 58386 58386 chubbygirlgod wait http e0mtospl6000
3,0,1,chubbylumpkin think steubenvill rape trial bullshit rollen bitch want dick lls got mad
3,0,1,chuck stranger say faggot mean someon fuck weak
3,0,1,chukaoffor lmaooo hoe childish 128557 128514 128557 128514 http usfmd01saf
1,0,1,chvntre sometim wanna upper cut bitch know special
3,0,1,chykalet fuck son barber still gotta pay cut pussi wack 128569
3,0,1,ciara lisaaross cant bitch make mad nigga alreadi
3,0,1,cityboicoop 128557 128557 128557 rojustdgaf damn bobbybudn 9996 65039 tittyslapm twice cool damn bitch http wtdcshx 8230
5,1,1,cjayytaughth boyfriend girlfriend suppos laugh hoe togeth guy never hoe laugh 8230
3,0,1,cjayytaughth eat pussi mad sad stress mad whatev shit lay eat pussi 128076 128069 128166
2,1,1,classclownkjl 2014 nba star jersey look retard look like combo nfl jersey amp fubu jersey
3,0,1,classact23 darkkent27 text mean safe come eat pussi reach cream fill 128563 8230
1,0,1,classicbray lmaoo pacdagoat legal tackl faggot rich hill serious http gumzewrpy3
3,0,1,classiertrash shut bitch
0,3,0,clerkofoxford anglo saxon calendar novemb consid first day winter winter day http ihrckecqda http 8230
3,0,1,clevesmith bet pussi smell like dri oyster
3,0,1,clevesmith bet hoe pussi juic look like spoil chocol milk 128514
3,0,1,clicquotsuav bitch lobbi plenti bitch lobbi
2,0,1,clicquotsuav perfect vision nigg mas hoe mas clicquot mas dom mas moet type parti blast cali condo
0,3,0,clicquotsuav bunch rapper boutta flood internet trash remix
3,0,1,clicquotsuav drop pussi bitchhhhhhh
3,0,1,clicquotsuav luv pussi smell like refurbish iphon
3,0,1,clicquotsuav nigg complain journal bitch half nake
3,0,1,clicquotsuav parti last night goe bro nigg got chuck chillin danc bitch 8230
2,0,1,clicquotsuav fox say bitch
2,0,1,cliftons klitschko big bore cunt kubrat comin http mg2sre0jr8
3,0,1,clintswift 8220 godhimseif fire work 128165 pussi poppin 8221 00sexilexi00 nigga wtf sound like someth would say
2,0,1,clintswift 00sexilexi00 bitch ass nigguh
3,0,1,clintswift hate bee man like buzz buzz bitch like nah man done shit
3,0,1,cloudproject femal thirsti attent male pussi
3,0,1,cloudi goldrush in2014 ladi pleas start grown women bad bitch gotta grow
1,0,1,cloutgod horribl rapper tyga trash rapper ever want yellow nigga corn cob smack mom heard 8230
3,0,1,cloydriv rose red camo green trick treat bitch happi halloween merica
2,0,1,cloydriv fella dress real men halloween caus actin like bitch year long merica
0,3,0,cloydriversp ran outsid mullet flowin nip shown shotgun cold one yell saturday welcom back sexi beast mer 8230
3,0,1,cluelessnigga fat hoe alway wanna beef somebodi yall need around type beef
1,2,0,clutchlikemj tennesse even orang like vitamin pee yellow 128553 128514 128514 128514
3,0,1,clutchlikemj offici brought flop footbal theadam era congrat pussi https o7buplyg3l 128564
6,0,1,clyde fadeal plz tell nobodi bitch know got man lol gon tell nobodi
3,0,1,cocomilan18 8220 me1st last bitch gotdamnchat got bit sens lmaoo http tbpcqwngqf 8221 128514 128514 128514 128514 128553 128553 128553
1,2,0,coilegefess roommat sex eat oreo gonna great year kutztown univers
3,0,1,cobenotkob hoe lie
3,0,1,cocain papii make sleep fuck pipe game trash
3,0,1,cockybelichick time comeback pussi kissther
3,0,1,codelez gotta know differ good girl good pussi
2,0,1,coffybrownchi believ refund hoe
3,0,1,coliegeprob liquor beer clear beer liquor fine bitch
3,0,1,colarbearr 8220 hoeslovemytweet nigga realli proud hoe mani gonna bring dirti bitch home 8230
2,0,1,coleflexxx finger eat pussi time good 128203 128221
3,0,1,colemcdowell2 8220 friendlyassh0l rememb steve blue clue left bitch ass nigga joe http 8230
2,0,1,coleymoniqu nigga world bitch mess friend nigga
3,0,1,coley cee new avi amp amp two yellow bitch fakingg amp lil aerii
3,0,1,coley cee lil aerii bitch think go
2,1,1,coley cee lil aerii yeaaaaahhhh like relationship wise like reedzi thuggin bitch suppos thug
0,3,0,colinfreez isi support america jihadi next door http aimv7gib24 mlnestel vocativ http ajuau5ywiv
3,0,1,collegeboy3000 final melli got back bone might like season 1976 pussi scandal
0,3,0,comedianspank went colleg everi colleg got bird class get friend sign amp get class rashad 8230
3,0,1,comedyp kany took kim mcdonald 8217 hoe 8217 deserv 200 date http 2qk4i1frt
3,0,1,comedypost make joke someon hate laugh think bitch allow laugh
3,0,1,commonblackgiri hoe say bae http 95bbmgjijf
3,0,1,commonwhitegiri 8217 send snapchat someth 8217 invit rude ass bitch
3,0,1,commonwhitegiri hide favorit snack famili selfish bitch
3,0,1,commonwhitegrl mom accept bad bitch
0,0,0,comp10tx lowkey call faggot faggot
1,2,0,comp10tx rihanna realli trash
3,0,1,complexmor someon tweet hoe aint loyal laid crib look like http ov5q8lvsjn
2,0,1,conceitednorezn ike punch nigga harass young ladi ave florida ave youoksi
0,3,0,conservativela let dem concern troll commenc earnest wagon
0,3,0,consrvativediva must watch bill maher school pbs host charli rose islam illiber belief http 5pq91jxoev
6,0,1,cookiecocain stop fuckin take somewher type bitch get babi cook type chick 128525 9749 65039 128056
2,0,1,cooli gbe300 hate nigga slobin blunt like eatin pussi amp nerv tri amp pass good nigga 8230
3,0,1,cooli gbe300 http 9btg26mlgu amp devil amp catfish hoe
1,0,1,cooli gbe300 2014 amp nigga still runnin round sayin yall eat pussi must suckin dick
3,0,1,cooli gbe300 side bitch tri approach public http gbbiob1ot
6,0,1,coop tryna like steez 128175 bro got dem hoe rir
0,3,0,corbynkelly13 found origin yellow bracelet first person thought tannermcdowel
3,0,1,coreykeyz find bae hoe http si8g1mzpg
3,0,1,cornerboyp hoe soo lost dey forget dey hoe
3,0,1,corylafon 8220 gvmbi bitch possess thot demon https czth5nhudu 8221 lmfaoooooooooooo
2,1,1,corylafon wanna side nigga thick pretti face cuf hoe coke bump garbag underground rapper shop 8230
3,0,1,corysayfukem love girl afraid encourag compliment next chick bitch hate much refreshin 8230
1,2,0,cosabandonada parqu atraccion abandonado jap 243 http dn0jiid4f4
1,0,1,cougar745iii girl come class fri chicken pull hot sauc purs mean come ghetto amp stereotypi 8230
1,2,0,couldbeeashia vivalamarley wait take get nip pierc 128590 128589 128105 128117
3,0,1,counton24 bitch love everi team lol rihanna game wait sincer love 8230
2,1,1,countermoonbat btw hillari huge support law admit lie stupid rube need ask 8230
3,0,1,courtneysuvak 8220 dori twelv yeah scale one ten bitch 8221
3,0,1,courtneyykay cruis street jockin bitch slappin hoe
6,0,1,craziestfreak eat pussi good control moan 128523 128166 128069 http gumzv3ikdj
3,0,1,craziestsex girl know bitch like boyfriend 128564 128080
3,0,1,craziestsex eat pussi look like 128540 128541 128514 http migiymgrjt
3,0,1,craziestsex sex 1st date dont mean hoe wait day wont make wife cute pic dont mean happi titl 8230
3,0,1,craziestsex suck dick amp eat pussi apart sex think nasti mayb ass young fuck 8230
3,0,1,craziestsex hmu stop bein lil bitch
3,0,1,craziestsex hoe day like 128514 http avlwkkd8rw
3,0,1,craziestsex eat pussi childish immatur
2,0,1,craziestsex kill bitch 128555 128514 http uvs9e1gxpf
6,0,1,creationofjay girl suck dick somehow dude get head dude fuck bad bitch yet ugli girl get pregnant 8230
2,0,1,creepgawddess uhh bitch tell bless sneez got bless need http z4p52lbfek
3,0,1,creepgawddess friend hoe bore probabl depress
3,0,1,creepgawddess wait soulfulbrotha random number pussi
1,2,0,creepyscout bend pick trash
3,0,1,crimefetish bitch http kwfrabguwj
3,0,1,crittamo get tire hope broke bitch job wanna twerk smoke swisher
3,0,1,crooklynxdodg meechisdead said 8220 fast bitch call bizzi busi caus bone thug 8221 http qs9xueu1va
2,1,1,crownher take bath 1stzodiacsign terrifi water wash everyday lol
6,0,1,crownthatbitch pussi bomb call dynamit
3,0,1,cspen335 right heard would odo bird one obama ass http 0qhypwxzyh
3,0,1,cuffyofe take bitch houston better speak anoth nigga meal still digest system
2,0,1,cuff slut hate basic bitch
1,0,1,cuhcuhcraig kawhi leonard smh 8220 idntwearcondom wow realli gonna leak nvm msjoselin ion need fuc nig http 8230
3,0,1,cuhcuhcuh hoe hoe nigga mad cuhz tryna cuff hoe cuh
2,0,1,cuhcuhcuh got love bitch bitch nigga cuh
3,0,1,cuhcuhcuh bitch say love hit wit revers psycholog amp say work time cuh 8230
3,0,1,cuhcuhcuh bitch brag goin gym still shape like patron bottl cuh
3,0,1,cuhcuhcuh bitch twerkin camera kid watchin spong bob cuh
3,0,1,cuhcuhcuh bitch name make instagram filter cuh bitch lookin like rise day
2,0,1,cuhcuhcuh bitch smoke cig disgust cuh
3,0,1,cuhcuhcuh fat bitch dont like liftin arm summer damp cuh
3,0,1,cuhcuhcuh idk skinni bitch think got ass cuh
2,0,1,cuhcuhcuh bitch let hit ill leav crippl cuh
3,0,1,cuhcuhcuh bitch tell got cheat 3time somethin wrong hoe cuh
3,0,1,cuhcuhcuh pussi fartin fuccin right cuh
2,0,1,cuhcuhcuh sexi ugli bitch world cuh ill fucc
2,0,1,cuhcuhcuh blacc ass charcoal bitch sayin mix irish fals shit cuh
2,0,1,cuhcuhcuh white hoe still wear ugg hot ass weather cuh
3,0,1,cumminssamantha lol dumb bitch
2,0,1,curlsgoddess wrap love stop well middl schooler dumb bitch want want 8230
3,0,1,currensi spitta high fashion leather gear wearin impress bitch got wit dicki shirt adida slide 8230
3,0,1,currensi spitta bitch respect nigga wit paper fresh pair bball short rais terribl
2,0,1,currensi spitta neva check real nigga check hoe
2,0,1,currensi spitta fuckin hoe ass click ticket dollar shit
3,0,1,currensi spitta never bought bitch
3,0,1,currensi spitta buy bitch red bottom even worri bout cuzzo
2,1,1,currensi spitta bitch think trucker hat automat make model
2,0,1,curvabl play quarterback got cheerlead girlfriend yupp hoe man ever http qluuajl 8230
3,0,1,curvabl teacher alway assign homework like life bitch gotta home tweet
3,0,1,curvabl teacher alway think slick bitch subtweet class shit
3,0,1,curvabl bitch argu dad https k0394o7z8d
1,3,0,cuteforfal wait wear warm fuzzi sweater 128525 9786 65039 127809 9749 65039 http d3blsbpryd
0,2,0,cuteoverload babi monkey snow cri 128557 128018 10052 http gmk5dbjajq
1,0,1,cuzimdaddi 5feet 0inch dis wrong 100d fuck wit lame nigga lame bitch
3,0,1,cuzzintom byron leftwich fuck hard throw kill bitch
1,2,0,cyfyr wesorrjam love nig squad
3,0,1,czarzellem hey liber meet sentedcruz futur major leader senat enjoy payback bitch stoprush waar http 8230
2,1,1,czarofswag retard chant usa dalla game kansa usa
0,2,0,czickenshack final readi mass market skidmark resist tighti whiti appar uncrust alreadi taken 8230
6,0,1,d0peshit0n bitch job futur educ amp nerv say nigga want pussi bitch caus 8230
1,0,1,d9rize terrorfranchis d9oxi stfu faggot clip holi fuck tittyy shit
3,0,1,darksklndrak yall hoe instagram rate http uujeaxzbyw
3,0,1,polo king vikkinosecret hoe life
3,0,1,daiinuh girl six pack scari flat stomach hot enough rip bitch scari look
5,0,1,dbn kev cri pacdagoat legal tackl faggot rich hill serious http 7s0v4pm7ib
3,0,1,dboi509 shave pussi deserv noth fie head good dick twitterafterdark
3,0,1,dblockdeuc 215 face bitch expect care http hwnah5btw6
3,0,1,dblockdeuc 215 time year lightskin hoe swore brown cuz summer tan come back 8230
1,2,0,dcplod paranoid fear sharia right boil christian fundamentalist sole oppressor persecu
2,0,1,deon1093 ahaaaa duhhrt paper chaysin hoe everyon
2,0,1,detroitsweet gotta retard skip class colleg
3,0,1,dfcuknawesum kirk noth bitch love amp hiphop
3,0,1,dfkinlop bruh everi time famous celebr tweet someth 1st person comment hoe talkin bout slap dick 8230
3,0,1,dfkinlop even young age hoe loyal http omwaed2pcj
3,0,1,dfkinlop girl get fight girl better readi fade cuz knock help bitch stomp 8230
3,0,1,dfkinlop lie ass bitch http vguclaennt
3,0,1,dfkinlop mcdonald employe alway roll eye pay coin like bitch broke fuck give attitud 8230
3,0,1,dfkinlop hoe hoe say august 2014 well hoe today octob 1st 2014 8230
6,0,1,dfkinlop bitch sneez close http jq3p3nyeaz
3,0,1,dfkinlop room bitch mackinaintceezi tell somethin dirti 128520 http 0b0pz8j4cm
3,0,1,dgoood never trust cute ass bitch 128554 wait strike
0,3,0,diycookeri godiva chocol dip oreo 128523 http osypnadyto
3,0,1,dinherfriend kany turn hoe housewif nigga said rip good girl forev
2,0,1,djzeeti hand feet dirti kingsimi djzeeti tell girl pussi stink actual gettin pan
3,0,1,djzeeti marriag everyon bitch want sleepov sometim
8,0,1,djzeeti nigga tri hate bitch told cornbal nigga http cjfz9dauyl
9,0,1,djzeeti couldnt host 106 park would fuck mani young bitch
3,0,1,djzeeti bitch choosi lover
3,0,1,djzeeti nigga tweet want good girl give hoe attent day
3,0,1,cellophan oomf pussi probabl tast like krabbi patti secret formula
3,0,1,leezi thekaosyatti jmuggaaa bitch mom take ass light bill bitch 128514
3,0,1,leezi thekaosyatti jmuggaaa mom lick ass christma gift bitch lol
3,0,1,marvz chris brown got chill button sell bitch social media tho like even sublimin buddi took time 8230
3,0,1,djsir freshley 127919 127919 127919 gurujeremi bitch moral come sex conveni otherwis hoe 8230
0,3,0,dnainfochi new natur area replac indian boundari park former zoo expect attract varieti migratori bird http 8230
1,0,1,drnrdx brandonfxrd safe pussi boy looooool http tocj1wxryk
0,3,0,drudg report shi bladder group protest rob low directv http d5yxgliokl
3,0,1,arrog hahaha nigga funni ask 128128 128128 128128 8220 1bookieg arrog shit bet pull leas bitch 128514 128514 8221
3,0,1,dtavohn269 best said ispeakmut storm brew bitch lmao
3,0,1,41395 aint got time bitch gotta keep mind mothafuckin rich
3,0,1,41395 wake like fuck life life bitch better fuck right
2,1,1,sidburi 8220 wsfight purg come citi ima like http ndm5dyslcf 8221 128514 128557 128514 128514 bitch activ shit 128514 128557 128514 128514
1,2,0,sidburi 8220 lookwhogotit kate upton leak nude today amp 128525 11015 65039 http bw7lda56mi http swztntfdgn 8221 bitch 8230
3,0,1,dabxkiddjo bunch insecur bitch
0,3,0,dacoolestlam bcu band made ucf band look like trash
3,0,1,dadonherself nigga fuck pretti girl head right got pair good panti 128514 9996 65039
3,0,1,dafuckinunicorn swag swag swag bitch moooob
1,2,0,damcgrizzlybear ghetto win tonight http pkzmkn2wko
3,0,1,dameatisthick invit fuck smell pussi across room man dinner cook bou 8230
3,0,1,daofficialprim 128514 128514 westsidefle gone wife bitch let nigga lick head public
3,0,1,darealnano1900 find femal hoe record like tryna find nigga feloni
3,0,1,darealdip bitch look like million dollar wit sum garbag ass pussi
3,0,1,darealdip hate wen bitch fart den like uughh uuuu fart bitch clear ill let mfa kno wen fin
3,0,1,darealkha sorri side bitch better wife era check stat lol
3,0,1,dasmack marin said mom get free ball cap mother day basic young hoe kid get one lol
3,2,1,datboysmokeyi shawti said gone understand america unless went pwi school cracker alreadi brainwash smh lol
3,0,1,daunfuqwitable1 yawl chick love side bitch 128553 128553 bitch day dream amp aspir step mom 128514 128514 128514
1,5,0,dabgodbabi bbc american version trash
5,0,1,dadude1914 128073 128073 128073 128073 askwhy05 karli act like hoe wit nigga show plus two guest appear 8230
3,0,1,daedeezyy ion ask nobodi shit ever never problem shit peopl neither damn bitch get thank
3,0,1,dailyrapfact voic behind djmustard 8217 8220 mustard beat hoe
3,0,1,dailysexsuppli hoe gonna like tonight 128514 128514 128514 http kvioaiepcb
3,0,1,daili dip trippin nothin dippin somethin homeboy say got bad bitch tonight lilway
0,3,0,dalailamapost even though bird fli must land earth
0,3,0,dalilaaaaaa flappi bird cheat code http nu6gjyqdjj
1,2,0,damestr8cash jaetip know trash
3,0,1,damiah daddyx3 lmao fuck havemercyyi amp kalikushdol real talk bitch know fun
3,0,1,damianshugh 8220 verch damn hate huge pussi 8221
3,0,1,damiergenesi bitch myspac go nut
1,2,0,damiergenesi live street glori die ghetto fame respect fear none pride everyth
0,3,0,damnfoodporn oreo cooki pancak foodporn http q6evcvm3so
3,0,1,damnitcorn chunki girl seek stud man nasti sex head like bitch may well email direct 8230
