,hate+offensive_count,non-hate_count,class,tweet
15346,0,3,0,giannenichol trassshhh willie_obeamen 13 come weekend trash
15347,0,3,0,giant mariano rivera street outsid yanke stadium name giant also similar honor http t.co 8230
15348,3,0,1,girltalk26 real men ask nude correction. pussi ass bitch ask nudes. real men work women amp actual 8230
15349,0,3,0,girlfriendnot reason mermaid period pant perfect hair get lure men death also free clam 8230
15350,3,0,1,girlslovedrug talkin bout next bitch ain't bout shit.
15351,6,0,1,giselle_horan13 1d_nipples_ slay bitch
15352,1,2,0,glennsoucy1 crow warn stay away island. soul collector http t.co vtc661dc65 ian1 http t.co 8230
15353,3,0,1,gmel_genuin broke real bitch stick around
15354,0,3,0,goatidea oreo frappuccino http t.co o3qj8m1nff
15355,3,0,1,goatraplin chief keef chang rap game said bitch i'm cooler cooler
15356,3,0,1,goatraplin lil wayn said even deaf bitch say tell blind bitch say gotta see headphon 8230
15357,6,0,1,goatraplin wale said.....nvm nigga trash
15358,3,0,1,goldenbella_ bitch could okay fuck man know girl hoe that it.
15359,3,0,1,goldie_brim smack bitch filter
15360,0,3,0,goldkamp247 yep steve spurrier sorta compar alabama yankees. they'v got biggest payrol win ever 8230
15361,3,0,1,golfwangslut25 tyga make think fuck bunch bad bitch j.cole make motiv drake make wanna think abou 8230
15362,3,0,1,goodkidleo catch bitch snitch finger itchin switch
15363,3,0,1,gook____ lil stupid ass bitch fuck 128564
15364,3,0,1,goons_txt also suck dick mean act like faggot.
15365,1,2,0,goons_txt retard dad roll law good.
15366,3,0,1,gorgeouscamry_ 128514 128514 hoe everybodi cloth got nerv take pictur man shit crazi
15367,6,0,1,gorgeouscamry_ 8220 1inkkofrosess gorgeouscamry_ stop explain self sorri ass bitch dont nobodi care 128522 8221 eww sound spici
15368,3,0,1,gorgeouscamry_ peep lot shit laugh caus hoe actor
15369,3,0,1,gorgeouscamry_ two differ thing hoe know lot hoe think yal know
15370,3,0,1,gorgeousleeiyah nigga loos bitch bitch snitch 128586 128175
15371,1,2,0,gossipcop charli sheen slam rihanna reject fiance 8217 rude 8220 idiot 8221 bad wig http t.co nchn9crlcj
15372,3,0,1,gottaluvlexci_ 128557 128557 128557 128557 128557 myhips_dntli tight pant loud color look like fag 128557
15373,3,0,1,gottaluvlexci_ know hoe wishi washi
15374,3,0,1,gottaphilm 128128 128128 8220 versacesilk boy discov hoe https t.co fbfr8trtoy 8221
15375,3,0,1,grandadjfreeman i'm tire fat hoe call thick bitch fat ass can't even bend touch toe withou ...
15376,0,3,0,gregooglymoog mind clear bird crash side head.
15377,3,0,1,greatnegrodamus lmfaoooooooooo trash ass falcant pacdagoat lmfaooooooooooo stink blakedabasedson
15378,2,1,1,greatscottnyc bitch crazy.
15379,1,2,0,great_bryt riff raff trash
15380,6,0,1,greaterthn see bae retweet mention hoe http t.co 864ii0yiov
15381,0,3,0,greenlanternjet alreadi jeter arriv plenti yanke memori next year go odd indeed.
15382,3,0,1,gresham_major tell fuckin barbarian typogawd pussi juic realli help beard grow
15383,3,0,1,griff_thegreat drake said best said nigga act like bitch day
15384,3,0,1,grownassmidget 8217 bitch 8217 bitch. mom 8217 bitch bitch dad 8217 bitch fuck bitch. 8217 8230
15385,4,0,1,grvndbxrri hate bitch brag bout put ........ singl .... 128514
15386,3,0,1,guapoaficionado kill say. 8220 pacdagoat world better place bitch like die lone http 8230
15387,3,0,1,guccimanequote1 gucci conceit bitch might caus chain bright stevi wonder might see
15388,6,0,1,guiltyzo 128514 benzino bitch readi 128557 128557 127821
15389,1,2,0,guinness_ra chelsea_elisa tell chose trash environ tri save like hypocrit douc 8230
15390,3,0,1,gunplayrob187 tire deal hoe dick 128588 128175 128564 128514 128514
15391,3,0,1,gurujeremi hoe use happen excus mean cope wit ho. make seem control 8230
15392,3,0,1,gurujeremi that nigga get cheat on. lie face denial hoe actions. tell homegirl 8230
15393,3,0,1,gurujeremi women think angels. denial hoe actions. fall facade. see past 8230
15394,3,0,1,guwopp1017 bulli exist.....bitch ass peopl exist stand fuck amp stop pussi
15395,3,0,1,guycod flirt bitch twitter like http t.co ubftgh262o
15396,6,0,1,guycod one loyal girlfriend worth hundr hoes.
15397,3,0,1,guycod scientist recent discov bitch fact trippin'.
15398,3,0,1,guyspictur bitch get d... http t.co dewe9ttuz5
15399,3,0,1,gvldrve 8220 satisfied_x esj got ugli hoe yeah leon student ain't make better. 99.9 fugly. 8221 ain't lyi 8230
15400,3,0,1,gvmbi bitch possess thot demon. https t.co fhfgbsihh
15401,3,0,1,h8uho alot good girl made twitter amp becam hoe attent receiv fathers.
15402,3,0,1,hbcufess mannn hoe everybodi word love hoe especi famu...
15403,3,0,1,hbcufess hoe want sum good dick amp attent -all hbcu
15404,3,0,1,hbcufess nigga fuck virgin expect scream. even moaning....bitch virgin- 8230
15405,3,0,1,hbcufess got bomb dick alpha kappa iota amp two professor month. hoe..i say 8230
15406,1,2,0,hbcufess guess confess trash none got posted- famu
15407,3,0,1,hbcufess know break i'll becom biggest hoe time amp probabl fuck anyon look way 8230
15408,3,0,1,hbcufess bodi count went one semester... i'm hoe love sex -famu
15409,3,0,1,hbcufess sigma love eat pussi juic party's... famu
15410,3,0,1,hbcufess homegirl fuck alpha littl know sloppi seconds... pussi taste- famu
15411,3,0,1,hbcufess dyke get play nigga -famu
15412,3,0,1,hbcufess track girl best pussi bethune-cookman
15413,0,3,0,hegs_com what bright yellow thing ref show martin indi can't rememb see one clubmetro
15414,3,0,1,hell3rel today day hoe get pass fool 128514
15415,3,0,1,hennerg 128557 128557 128557 8220 stopbeingsob yall say date lil girl like matur hoe rampag outside. 8221
15416,3,0,1,hg_shit 1bookieg fuck bitch bruh.. tri tho
15417,3,0,1,hg_shit 1bookieg aye g.. fuck bitch mistake..
15418,3,0,1,hg_shit 1bookieg klutzi bitch
15419,3,0,1,hg_shit caus bitch i'm tae kinglut
15420,3,0,1,hg_shit mfs still spot 3yr ago. beef nighas. sleep hoes. eat restau 8230
15421,3,0,1,hg_shit mama yous hoe omm yous bitch omm get jam bet snitch omm 128514
15422,3,0,1,hg_shit pull like look shoe bitch 128526
15423,1,2,0,hmsguy rahal idiot. second time year he wreck someon yellow.
15424,3,0,1,hofsportstalk okay michael sam mock manziel johnni mock sam pretend dick mouth he'd get 8230
15425,3,0,1,hooligans_issu aj_swagggg fuck faggots. thirsti eachother. probabl fuck behind redempt
15426,3,0,1,hooligans_issu aj_swagggg rich son bitch gready. smh
15427,3,0,1,humor18plus_ rememb steve blue clue left bitch ass nigga joe http t.co vsy3ejfzhf
15428,3,0,1,humonthes everi day thank nigga jesus hot wing uncanni abil tend bitches.
15429,3,0,1,hypebeastaustin 8220 viridoesitt last night cool nigga worri bout bitches.. 8221 like time.
15430,3,0,1,hypebeastaustin love one bucket head hoe noway.
15431,3,0,1,hakosav bruh alway sooooooooooooooo tire never sleep i'm like new speci retard disrespect
15432,3,0,1,haley_dych wonder got attract huge bitch
15433,3,0,1,halotgmg 1stname_bravo know nigga bitch.... nigga got nerv twitter.
15434,3,0,1,hamseabdala charli sheen fuck boss http t.co wde24qtbf6
15435,3,0,1,handsomeassdada major femal yall gass sell pussi prostitut escort trick ... fool 8230
15436,6,0,1,hannahjoeckel often tri help someon can't decid whether want like insta pic like ehh ill throw bitch 8230
15437,3,0,1,hannahpike_ think i'm addict nake pictur sit talk bout bitch almost 127911
15438,3,0,1,hardnucklif kamehamehaaaaaaa bitch.
15439,3,0,1,harmssi strangekeith 8220 quanndadon word tan1aaa zero hoe 8221
15440,1,2,0,harry_dillema gjk1979 fluuteki moniquesparla wltrrr vraag maanden hoe per zich al een stel hoeren gaan 8230
15441,0,3,0,harry_styl kathygriffin found oreo pocket... thank look .xx
15442,0,6,0,harry_styl bird poop me.
15443,0,6,0,harry_styl yellow. http t.co xb4dkwuoki
15444,0,3,0,harryslaststand armisticeday cri never absent mock pledg neverforget fallen ancient 8230
15445,3,0,1,hawkinsusa parti racist elect black dude south. parti war women elect first ever woman redneck 8230
15446,2,1,1,hayyylayyy_ i'm piss either merit scholar use big word ghetto fabul talk like i'm trashy. either way 8230
15447,3,0,1,heisme_iamhim caus lord know anoth bitch call nigga handsom entertain hell gonna break loose...
15448,3,0,1,hemightbejason someon build next door taunt grill go 30. think i'd cut bitch sausag 8230
15449,3,0,1,heart_lessgiri amaz simpl girl insan bitch it'd easi normal amp sane. 8230
15450,3,0,1,heart_lessgirl know moment peopl be. especi guys. excus trust fuck around hoes.
15451,6,0,1,heartll like girl that'v around 128564 nigga realli cuffin communiti pussy.
15452,3,0,1,heavensway_ 8220 thompson_era 8220 juniormaye8 thompson_era goe ego 8221 head sholl big 8221 bye bitch
15453,3,0,1,heidil_rn fuck islam pigfuck trash troll. itsjustme7o7 mzkerievan ctbauza
15454,3,0,1,heisnotallow boyfriend allow give girl jacket. hoe know damn well channel weather cou 8230
15455,6,0,1,heissarcast facebook need button dislik care retard
15456,3,0,1,heissarcast joke offend i'm sorri happen amp lie pussi mom hate 8230
15457,3,0,1,heissarcast tweet offend stop sensit pussi fuck feel
15458,3,0,1,heissarcast math citi bitch math math citi bitch math citi bitch math math citi bitch equal bitch.
15459,6,0,1,heissarcast pop molli hoe start pop birth control
15460,3,0,1,heissarcast say bitch prove point.
15461,6,0,1,heissarcast nicer easier hurt. bitch
15462,2,1,1,heissarcast ugli peopl taken 128143 nerd taken 128143 hoe taken 128143 everybodi taken 128143 128694
15463,3,0,1,hellaratchet freshmanadvic roll backpack get bitch
15464,3,0,1,hellocupkak mani good singl girl mani hoe taken.
15465,3,0,1,hellokittymnw could bitch right now. i'll restrain myself. 128129
15466,2,1,1,hennyheathen bitch eat mad beef drink henni shmoney danc that pussi alway stink
15467,3,0,1,hennyheathen fuuuck happen rt. mrlondon_ ain't nothin wors bad bitch lost 128532 http t.co awjdyd8uzk
15468,0,3,0,henry_3k littl rememb lay horrifi bed hand puppet held mock trial convict put hand 8230
15469,9,0,1,hermoufpiec hairi pussi bitch type got herp
15470,6,0,1,hermoufpiec love bitch never act hollywood
15471,0,3,0,herman_nyrblog yanke even bother show boston man. fold franchise. cancel baseball.
15472,3,0,1,hermit_thrush suck giant dick suck skinni dick 9835 suck faggot dick suck nigger dick 9835 suck dick remind 8230
15473,0,3,0,heroineaddict total understood twin peaks'. can't seem follow the great outdoor goldfish cracker 8230
15474,3,0,1,heyzeus666 think men cheat they'r addict new pussi smell.
15475,3,0,1,hidevon_ nae nae got white ppl late 128553 8220 ayoteeshh lmao ate hoe stonnaaaaa 128535 128168 127809 127811 127810 naena https t.co 8230
15476,3,0,1,hiimanasshol 8220 victoria_fina chief keef trash. 8221 i'm glad someon said
15477,3,0,1,hiimanasshol dustine82394 victoria_fina jammer9hunna scary_jumanji8 low key miss bitch 128517
15478,2,1,1,hi_niamani clemheem grandma got tweakin hoe https t.co ood1r2wvu6 turnt
15479,3,0,1,hi_slick bitch better play
15480,3,0,1,hi__________by uglyassayekay ugh fuckin hate bitch answer call ewwwwwww hi__________by ugh hate ass 8230
15481,3,0,1,highclasscapri i'm bitch tread carefully.
15482,3,0,1,highfiveohtwo can't stand dumb fuck bitch
15483,0,3,0,highschoolsuckz horribl friend read text put phone someth forget repli 8230
15484,3,0,1,highsociety26 old hoe madddd drayafac malaysiapargo slay attir basketballwivesla drayamonday mala 8230
15485,6,0,1,hilariousbubbl 8220 twelv 8221 yeah scale one ten bitch
15486,3,0,1,hilariousbubbl scientist recent discov bitch fact trippin'.
15487,6,0,1,hilariousbubbl text bitch make wish come true.
15488,9,0,1,hilariousselfi ugli bitch take selfi 128557 http t.co snt2iomhgr
15489,3,0,1,hillbillieti ufuckin_right hillbillieti kuntrytawk93 mannn.. hoe like wen school.. babi 8230
15490,3,0,1,hinojosa214 bitch fuck fuck brandeis. connor. fuck connor. fuck brandeis. kid h-town helot flex bitch. 128514 128514 128514 8230
15491,0,3,0,hiphopisdeaddd cowboy trash again.th nfl bike normal
15492,3,0,1,hiphopisdeaddd brother want put asshol persona get females.that happen let pussi control 8230
15493,3,0,1,hiphopisdeaddd top ten rapper hoe 1.hopsin 2.lupe 3.canibus 4.imt 5.childish 6.papoos 7.hopsin 8.joell ortiz 9.krs 8230
15494,0,3,0,historyinp alli soldier mock hitler atop balconi reich chancelleri fred ramag 1945 http t.co hltkroqri
15495,3,0,1,hittehblunt hit blunt bruh tell text hoe one hoe keep text http 8230
15496,0,3,0,hitmanholla ayeverb i'm watch mook lux....neith good... mook 3-0 ..this close hitm 8230
15497,3,0,1,hits_biunt hit blunt bruh tell text hoe one hoe keep text http 8230
15498,3,0,1,hlghkey sex lot guy i'm hoe ......and sell crack peopl drug dealer foh hoe
15499,3,0,1,hlghkey girl text back slow gotta hit els text watch bitch get defens dwig 8230
15500,3,0,1,hntrmoor ever call fuck side bitch yea i'm gonna later
15501,3,0,1,hobokarl men often rambl retard women appear trashi tipsi lawless lust http t.co 8230
15502,0,3,0,hobsondarlen 1corinthians126 hobsondarlen blessjesus amo two walk togeth unless agre differentlevel 8230
15503,0,3,0,hobson_2 that birds.
15504,2,1,1,hockeydrunk playoff hockey sucks. dude snickers. retard hungry.
15505,3,0,1,hoefact trust hoe http t.co 03sohp4p41
15506,3,0,1,hoesscreamtessa lot bankrol 128184 amp hoe 128131
15507,3,0,1,hoes_lovem hoe like nigga spend money talk
15508,0,3,0,hokuboku like found edit facebook comment trend topic twitter. think i'd hear abo ...
15509,3,0,1,holdmycrown_23 8220 daniellurrr damn bitch middl school look grown nude 128563 8221
15510,3,0,1,hollyrfish funni peopl call fat ugli whore stupid cunt bitch etc one whine abo 8230
15511,3,0,1,hollywoodlavish want real relationship 9994 128272 game lie side hoe 128143 128145 128107 128081 128525 128152 128141
15512,2,1,1,hollywoood_ti 8220 hotphillyboi lawd jesus can't real 128514 http t.co zcjlhvshoz 8221 shit ghetto real lol
15513,3,0,1,holyjacob inbaltimor attract everybi believ nigga bitch regardless realli
15514,0,3,0,holyfield67 jihadi work accid taliban fighter kill i deton prematur 8230 http t.co juphsx1zp celebr 8230
15515,3,0,1,honeyguwop 128533 128543 128553 readi see y'all hoe tweet new year new 128546
15516,3,0,1,honey_gotbunn 1stblocjeremiah lmfaoo never dolo dont got nigga amp old hoe fuck 128074 128514 128514 128514
15517,3,0,1,honeyydip__ gingersospicy_ me. vianawf fat bitch who fat think thick big fine
15518,3,0,1,hoodbibi side hoe get love thotolog
15519,3,0,1,hoodbibi thou shall type bad bitch thee thing thou shall like herassfat
15520,3,0,1,hoodbibi 7th day god said hoe everybodi
15521,0,3,0,hoodjesusyo last name sinner first name imma like pancak tha mornin got cover like aunt jemima
15522,3,0,1,hoodrichnick nigga gassin wack ass bitch 128553 128553
15523,1,2,0,hoodsbuttcrack vegebitemeash browni point
15524,3,0,1,hoodstarz_dread main reason aint got girl caus aint never found bitch tryna get money wit y'all hoe like 8230
15525,3,0,1,hootiegang4ev des bitch swear dey faith
15526,3,0,1,hornyfact girl know bitch like boyfriend 128564 128080
15527,3,0,1,hornyfact fuck twerk bitch cook
15528,3,0,1,hornyfact call peni titan mani bitch went it.
15529,3,0,1,hornyfact opinion irrelev cunt.
15530,1,2,0,hornyfact girl tweet might ghetto bring food outsid movi might stupid pay 4.99 8230
15531,3,0,1,hoskinsty96 8220 xjessica14x brandon annoy 8221 lil bitch
15532,1,2,0,hoskinsty96 vontey_isa_boss 128514 128514 128514 ghetto ass mofo
15533,3,0,1,hotsausage_ crime nigga wanna eat pussi
15534,0,6,0,howardrop like tweet belief jesus christ pleas respect mock make negat remark 8230
15535,3,0,1,htownzoutlaw713 keshawn martin soooooooooo fuck trash
15536,3,0,1,httpjaebe hoe go depress dude jail femal gettn told shit need 8230
15537,0,3,0,huffingtonpost obama alway necessari protect american peopl defend evolv threat 8230
15538,3,0,1,hugmakeem love bad bitch attitud idk cuti that savag sexi fuck
15539,3,0,1,hugmakeem i'm avoid commit hoe ain't loyal
15540,3,0,1,huhwhatsacondom bruuuuuuh 128557 128557 128557 128557 128514 128514 128514 128514 8220 mysportslegion kobe last night yell dwight howard bitch ass https t.co 8230
15541,3,0,1,huhwhatsacondom fam... 8220 sulunatdigga faggot kick field goal deiongottastfu got beat madden 8221
15542,1,2,0,huhwhatsacondom would never happen non-color award show betaward http t.co rujnu1l7t8
15543,3,0,1,humanx86 2013fave dgdynasti 88tiletern humanx86 lakeshorejohnni 8217 tryna see vertrellcart nigger leg bikini 128562
15544,3,0,1,humxnerror can't cool gonna littl bitch time
15545,3,0,1,hunneemolassess leg dont rub togeth mean pwoosi trash ... heard this.
15546,3,0,1,huntermoor take ass tell bitch pass.
15547,6,0,1,huntermoor retweet fuck someon bitch
15548,3,0,1,hurricane_dam never understood whole pissin bitch trend go round...i like bitch clean mayn
15549,3,0,1,hypper_ roast hoe
15550,3,0,1,hype african color car push nigger whip
15551,0,9,0,iammissramirez charli sheen man lol http t.co fcfsbvaphh
15552,3,0,1,iamnicklminaj attent leg ain't everybody. especi hippo look hoe
15553,3,0,1,iamnicklminaj i'm say hoe wiener heinz ketchup.
15554,3,0,1,iamtreyu gotta get rid trash ass alex smith
15555,3,0,1,iambobo_ happen old wigga gonorrhea one.
15556,3,0,1,iamniarich nigga scream like lil bitch lol https t.co b1qbndpxdv
15557,3,0,1,iam_beautyful chink ass eye 128557 128584
15558,3,0,1,idontclaimho yung berg bitch move 128530 128514
15559,3,0,1,ieatheartsbitch tell dick good gone wanna tri tell wack gone wanna see herself. hoe gone 8230
15560,3,0,1,iesofab 128514 veronicagk yea got big hand lol i'm big bitch 5'10 lol i'm gon small hand 128514 128514 128514 128514
15561,3,0,1,iexaminetitti mani bitch strict reli looks. can't bring noth tabl 100 like iphon 128514 128514
15562,6,0,1,iggyazalea like guy ask number say ugli bitch say 8230
15563,3,0,1,ihavesex_alot 100d_ real shiit niggah 128175 9994
15564,3,0,1,ihavesex_alot luv deez hoe all.. 128076
15565,2,1,1,iii_xxviii_liii omg two monkey twin never call anoth girl ugly. got thicker mustach 128534
15566,3,0,1,iinky_chiefwuk chiefkeef bitch shorti turnup otf
15567,3,0,1,ijustbechillinn dont bitch get mad stop tri lol
15568,3,0,1,ikeepitreal chrisbrown bitch hittin woman jayz bitch lettin woman hit bitch needa make mind 128134 yah want yah 8230
15569,3,0,1,ilongdickhoes_ bitch say dick game stupid http t.co cw5uoqx4d
15570,3,0,1,islandboi_rambo 1stblocjeremiah hoe starleasha heard give nigga good ass educ lmao
15571,3,0,1,iscoutgirl verbally_abrupt bitch
15572,3,0,1,itold_u_idgaf ion put shit pass bitch
15573,0,3,0,iwillstillris gator gator bait gatorn
15574,3,0,1,i_am_youngpap shane_a1 i_am_youngpap boy wat dat bitch eatin lunch err day tellin
15575,1,2,0,i_be_koolz food good...except rice cook bitch monday week tootsi
15576,3,0,1,i_be_koolz rough face hoe kids...who 128553 128553 128553 self esteem issues.mor kid secur love.
15577,3,0,1,i_be_koolz leav kid unattend caus wanna turn hate fertil hoe
15578,3,0,1,i_dnt_giv3a_fuk good pussi make nigga cum quick shit faster vine video
15579,3,0,1,i_dontkiara ain't noth 9986 65039 bitch 128075 128514
15580,3,0,1,i_floodsyatl zariavonmar http t.co cuue9vvc2m exact hoe twat setup...
15581,3,0,1,i_got_da_juice_ play wit pussi nigga
15582,3,0,1,i_hate_va nigga captain obvious ass tweet treat women lone low self esteem hoe 8230
15583,3,0,1,iamcache_ nun bad bitch link tonight mansionelan finna crazi
15584,3,0,1,iameviltebow man order inch sandwich subway pussi bitch. fact
15585,3,0,1,iamjamienicol michell keyshia cole lol vianawf bitter hurt bitch music horizon.
15586,6,0,1,iamjonahhili open cold beer becom warm finish bitch.
15587,3,0,1,iammrechol time outta bitch gonna know hoe
15588,5,1,1,iammrechol hoe yesterday hoe tomorrow
15589,3,0,1,iammrechol lmao 8220 gurujeremi hoe best excus happen lol. no. hoe happened. okay admit 8230
15590,5,1,1,iammrechol eat pussi eat veget
15591,3,0,1,iammrechol hoe deserv respect ask
15592,2,1,1,iamricolov hoe turn contortionist see ass amp smile picture. smh hard work thir 8230
15593,3,0,1,iamtysonbetti love none hoe matter..
15594,0,3,0,iaughatmypain anaconda 128581 anaconda 9995 anaconda 128683 128079 want 128079 none 128079 unless 128079 128079 got 127838 127838 127838 bunz 127838 127838 127838 128129 hun
15595,3,0,1,iceteaa__ hoe yall chase want 128175
15596,3,0,1,icewataa fuck girl longer min amp still aint bust...sh gotta bust loos ass pussy...
15597,0,3,0,icysoleonlin cork sole johnny_blaz3 cork wtl
15598,3,0,1,idgaf_imyella honest nigga biggest roach days.. bitch someon put shit 8230
15599,9,0,1,iethaldos feel bitch fuck control...
15600,3,0,1,if_itaint_b messag homies...dont blow good girl. hoe childish...in end noth either.
15601,2,1,1,if_itaint_b miami good citi all...don't believ shit see citi trash.
15602,3,0,1,ih8lightskins__ black man make feel inferior hoe 2.0 gpa futur simpli fat ass 8230
15603,0,3,0,ih8lightskins__ redskin gonna win that say night
15604,1,2,0,illusivehaven shhhh 8230 wrap around let kiss bruis heart lick unheal wound tast raw wild 8230
15605,3,0,1,ilovebamf tbt bitch glad met fuck savage_530 brandonjw02 jp_gentleman friend 128563 http t.co nheecj7ukb
15606,3,0,1,ilovebamf kibabjj savage_530 bitch benito thought one
15607,3,0,1,ilovebamf savage_530 nutty_niff shai_yaya nick men talk sit bitch corner listen grown 8230
15608,0,3,0,ilovebamf held like babi bird.. 128546 come like this.. friend ain't loyal 128546 128557 http t.co winzvfxdl8
15609,3,0,1,ilovebamf like bitch make cut. 128075 128129
15610,3,0,1,imchiefi i'll send dick pic bitch quick
15611,3,0,1,imdatnigga_jack welcom dalla nawfsid texa come hoe shit nigga texa get murder
15612,2,1,1,imdiketurn 8220 __bj_ yall 8221 8226 beatin meat facetim wit bad bitch http t.co dwdg7dnwxw
15613,3,0,1,imeffici talk hate men done peni get man look chick use strap bitch stfu
15614,3,0,1,imfinatweetthat 217emmanuel lil bitch ain't know never score sidelin hoe
15615,3,0,1,imhim_cutthroat treshon_scroog mrs harden blowin wanna snap ahh bitch freshmen year damn nea caught 8230
15616,0,3,0,imhis_treasur last week name crippl 128555 9855 65039
15617,3,0,1,imjustceej barackomamba intensedesir bow wow look like stress save hoe wear http t.co mtzjaac0w2
15618,3,0,1,imknownasdevin caus somebodi put bad front yall okay call bitch
15619,3,0,1,imlesliechow entir school talk much. beaus cunts.
15620,2,1,1,imlesliechow eat food that hot start breath like retard dragon.
15621,3,0,1,imneverchillin bitch tell normal get readi best head pussi ever got
15622,3,0,1,imneverchillin bitch gap porkhub i'm model yall bitch can't tell nothin http t.co ldotnl5pna
15623,3,0,1,imneverchillin bitch hate kim amp bring suck dick get famous yall bitch suck dick amp barley get text back soooooo 8230
15624,3,0,1,imneverchillin girlfriend side bitch main chick hoes. got want back
15625,3,0,1,imneverchillin nigga drop outta high school amp get job mcdonald talkin bout grind lmao okay grind oreo mcflurr 8230
15626,1,5,0,imneverchillin phone class amp teacher say turn trash one song mixtap http 8230
15627,3,0,1,imneverchillin bitch inconsider smh http t.co einvs4yqpf
15628,3,0,1,imneverchillin get drunk bitch tri grab ass get offend well excus bitch thought hoe
15629,3,0,1,imneverchillin bitch cant finish inch sub want inch dick
15630,3,0,1,imneverchillin text fight like look cute today amp aint seen bitch 8230
15631,3,0,1,imneverchillin pregnant bitch get bus think suppos give seat like bitch fuck nigga 8230
15632,3,0,1,imnottwitfam big sean 5'7 159 pound yet call everyon lil bitch. lil bitch sean lil bitch
15633,3,0,1,imnottwitfam bob marley wrote peac hoe rememb smoke blunt
15634,3,0,1,imnottwitfam deal cyber bull log outsid that stop pussi
15635,3,0,1,imnotaplayertho still tri hit hoe...... 128133 128133 128133 128133 http t.co jbhjmpy1gx
15636,3,0,1,imsledgren look thru yearbook think i'v done sinc graduation.thi book got hoe ass nigga forgot 8230
15637,3,0,1,imtoblam latri hispan women great pussi wife skill white girl dick suck black chicks....ca 8230
15638,5,1,1,imtoomuch trent richardson trash
15639,3,0,1,im_amy_bitch call fat ami twig bitch like call behind back.
15640,3,0,1,im_amy_bitch i'm alway bitch sometim sleep
15641,3,0,1,im_flashy_bitch bitch like talk bitch bitch bitch
15642,3,0,1,im_thirst nigger made shit coffee.
15643,3,0,1,imagrumpycat rememb bitch 128514 128557 http t.co p9mmbzqmih
15644,2,1,1,imakittttyy made homemad chili cornbread dinner. watch supernatur fave boy happi saturday bitch http 8230
15645,3,0,1,imalagirl pillow talk hoe hate nigga fuck around loos hoe like 128175
15646,0,3,0,imaplainjan simplysoul uncl charli nem lol
15647,3,0,1,imasavagebruh bitch got act crazi hell late
15648,0,3,0,innewzealand knick still trash melo sign money even care good win team.
15649,3,0,1,intonetheylust_ hoe give fuck got girl
15650,3,0,1,indiamon lol joebudden wait minut 8217 see mad dope costumes.. yall stop tri steal halloween back hoe
15651,0,3,0,india_msm raheel mock propphet muhammad way mock lord ram sita https t.co ijeahr3cji 8230 apologis 8230
15652,0,3,0,induztriouz_neo strong believ bird feather flock togeth
15653,3,0,1,infidelali yay america amp israel... put jew hate muslim trash govern pathet amp sicken
15654,3,0,1,inkmyholebodi nigga fuckin faggot https t.co e3m6tujnhf
15655,2,1,1,ink_flowz thot childish word 128076 grow call bitch hoe. 128514
15656,0,3,0,innocentmarina6 goe yanke candl buy beer scent candl goe home light wait boyfriend
15657,6,0,1,irregulargawd person losbeonit fat bitch relationship pretti women let see answer lol 128064 128064 128064
15658,9,0,1,isa__lopez d_lo520 still faggot
15659,3,0,1,isaidnick nigger ignor http t.co p9jddvsrvb
15660,3,0,1,italian_montana 8220 arosati96 bromanc pat ant real 8221 fuck faggot
15661,0,3,0,itschee_ whip https t.co ucv3hrjatv
15662,3,0,1,itsdlow gotta ask bitch nude facebook. 128530
15663,3,0,1,itsdrecord bitch start new year new bullshit.. can't undo number pussi thoo
15664,3,0,1,itsdomanic_ fabbymichell brianlovesass_ alright i'll meet 128076 fag fact brian give shit
15665,3,0,1,itsdomanic_ bitch ain't get none tho 128514 8220 brianlovesass_ like big butt grab 8221
15666,0,3,0,itsfoodporn cooki cream oreo fudg ice cream http t.co nainpwxtjc
15667,0,3,0,itsfoodporn oreo cheesecak bar http t.co rlhhim98fl
15668,0,3,0,itsfoodporn oreo ice cream cake http t.co qpde1l6zai
15669,0,3,0,itsfoodporn oreo ice cream sandwich http t.co 8ha6xac0h5
15670,0,3,0,itsfoodporn oreo cheesecak bite http t.co ihgu1zuyzt
15671,0,3,0,itsgirllcod reason mermaid period pant perfect hair get lure men death also free clam bra
15672,1,2,0,itsgirllcod girl wear beani look cute amp stylish wear look like member drug cartel sel 8230
15673,3,0,1,itsjordyyyn reason high school fuck hard ned never made guid anyth past 8th grade. feel fuck 8230
15674,0,3,0,itsjustjil obama say 8217 8220 irrit 8221 8220 feel repudi 8221 lose senat video http t.co 2u10aolkxg awwwww...ho 8230
15675,0,3,0,itskayven girlfriend taller respons take trash amp fight anyon break 8230
15676,3,0,1,itskiaraaaa 8220 westyourmajesti kiara small chubbi finger 8221 bitch 128514 128514 128514 128514
15677,3,0,1,itsnotharold i'v notic most bitch whose hair even reach shoulder talk shit
15678,3,0,1,itspoochflair bitch ugli titsandlickh daughter. http t.co lbozmlfbox
15679,3,0,1,itssongoku bruh chichi month year without see still bae. basic ass bitch can't miss call 8230
15680,3,0,1,itssongoku get spirit bomb lil nigga leanandcuisin dragonbal trash debat want
15681,3,0,1,itssongoku nigga ask hoe http t.co eg6gxggzfc
15682,2,1,1,itswaltbitch meth browni
15683,3,0,1,its_kingwalt bruh.. 8220 trent_w93 femal swear best friend baddest bitch world 8221
15684,3,0,1,its_ms_brenduh got kick class laugh guy call pussi black everi time drank.
15685,3,0,1,its_nydiamari fuck bitch make call papi 128586 128527
